date,Switch Value : 0.5,Switch Value : 1.0,Switch Value : 1.5,Switch Value : 2.0,Switch Value : 2.5,qqq_intraday,qqq_simple_investment
2018-03-01,8187.517247336737,12582.824803676212,13089.684400750528,18296.13003882869,17262.137840930925,9897.389136883261,10377.937913223997
2018-03-02,8718.408011332538,13398.71382979361,12309.934861158108,17206.233709985063,16233.836193484405,10109.954936610677,10473.212821062265
2018-03-05,8325.096371723552,12794.2605743142,12877.471267615001,17999.508748282355,16982.279882275234,10270.2844051203,10589.309629488469
2018-03-06,8335.330048886088,12809.98799972823,12848.715832316386,17959.315786600528,16944.358395965588,10263.585694216457,10634.108142770338
2018-03-07,8095.032245674957,13194.079379380686,13233.968417322823,18497.80328387499,17452.413672346032,10366.681352174824,10658.712294959976
2018-03-08,8124.982619765179,13242.895443504416,13282.932064751007,18566.24231059973,17516.98491831523,10380.737193424173,10717.391741680322
2018-03-09,8407.31571524403,13703.069678778711,13744.497523088545,19211.396264555333,18125.67847581446,10507.560726422233,10925.607744978357
2018-03-12,8373.369622181135,13647.740999052821,13689.001570774593,19312.89078324976,18221.437107179892,10532.367189387003,10983.65564876124
2018-03-13,8112.0121085667015,13221.754829217758,13261.727537042188,18710.07861281288,17652.692418757335,10365.158671981271,10834.117090462669
2018-03-14,7983.632217088885,13012.508661016318,13489.924039995925,19032.025696818924,17956.44490246858,10309.312082711027,10832.226465092039
2018-03-15,8040.955947107147,13105.940511715522,13586.783807907123,19168.67862284047,18085.37498988839,10293.109764556082,10822.761327913606
2018-03-16,8140.485694986649,13268.163879612977,13754.958982076658,19405.94565465413,18309.23305165248,10245.184500484915,10790.582663916168
2018-03-19,7834.196309320438,12768.943327440269,13237.422548215127,18675.78834026975,17620.340035494515,10124.011417922005,10560.35273524649
2018-03-20,7889.871771693647,12859.688669489811,13331.497242274632,18540.12886080048,17492.347250733055,10153.080522901286,10595.111617457527
2018-03-21,7832.836335184177,12766.726707893471,13235.124603207685,18406.10331854625,17365.896062438696,10135.471049839307,10548.975954628193
